satisfaction,Age,Flight Distance,Food and drink,Gate location,Inflight wifi service,Inflight entertainment,Online support,Ease of Online booking,On-board service,Baggage handling,Online boarding
0,34,1403,1,1,2,1,2,2,4,3,2
0,68,1535,1,1,4,1,4,4,3,5,4
1,44,117,4,4,3,3,3,3,4,5,3
0,48,1380,1,1,3,1,3,3,4,1,3
0,61,1925,1,1,4,1,4,4,5,4,4
0,38,1014,1,1,4,1,1,4,3,3,4
1,11,1109,4,4,4,4,4,3,3,3,4
0,61,1152,1,1,5,1,5,5,4,4,5
0,45,1339,1,1,1,1,1,1,3,4,1
0,46,1458,1,1,3,1,4,3,3,5,3
1,38,1908,4,4,2,4,4,3,3,3,4
0,34,3654,1,2,3,1,1,3,5,5,3
1,63,2715,2,2,3,4,5,3,3,3,4
1,48,2625,2,2,3,5,4,3,3,3,4
1,51,2464,2,2,5,5,4,3,3,3,5
1,15,3820,1,1,5,5,4,3,3,3,5
0,48,4038,1,2,4,1,4,4,5,5,4
1,8,3325,2,2,4,1,2,3,3,3,3
1,66,2452,3,3,3,4,4,3,3,3,5
0,24,3821,1,2,3,1,5,3,3,5,3
1,65,2353,2,2,3,3,3,5,3,5,3
0,23,4164,1,2,1,2,2,3,4,2,2
1,31,3784,1,1,4,4,5,3,3,3,4
1,66,2316,5,5,2,1,5,3,3,3,3
1,52,2231,4,4,2,5,2,3,3,3,3
0,20,3228,1,2,3,1,3,3,5,4,3
1,10,3490,3,2,5,3,4,3,3,3,5
1,14,3008,1,1,4,3,5,3,3,3,4
1,21,3171,3,3,3,3,3,3,3,3,3
0,17,3260,1,2,3,1,2,3,4,5,3
1,50,2012,2,2,1,1,3,3,3,3,2
1,41,1984,2,2,5,5,4,3,3,3,5
0,29,3508,1,2,1,1,1,1,3,5,1
1,10,3460,2,2,4,4,5,3,3,3,5
0,19,3403,1,2,2,1,2,2,4,4,2
1,28,3094,2,2,3,5,5,3,3,3,3
0,9,2921,1,2,2,1,2,2,3,3,2
1,37,3059,5,5,2,5,4,3,3,3,3
0,46,3059,1,2,2,1,2,2,3,4,2
0,25,2785,1,2,5,1,5,5,5,3,5
0,60,2799,1,2,3,1,3,3,4,4,3
0,23,2963,1,2,5,1,3,5,5,3,5
1,58,1639,2,2,3,5,5,3,3,3,4
0,15,3435,1,2,3,1,3,3,4,5,3
1,55,1616,5,5,3,4,5,3,3,3,4
0,15,2780,1,2,5,1,5,5,3,5,5
0,11,3406,1,2,1,1,1,1,3,5,1
1,66,1581,4,4,4,5,4,3,3,3,3
1,69,1581,4,4,3,3,3,3,3,5,3
1,37,2861,3,3,5,5,4,3,3,3,3
0,23,3145,1,2,4,1,4,4,4,4,4
0,69,2488,1,2,2,1,2,2,3,1,2
0,65,2468,1,2,1,1,1,1,5,5,1
0,15,3019,1,2,5,1,5,5,5,3,5
0,41,2954,1,2,5,1,5,5,5,5,5
0,51,2511,1,2,3,1,3,3,4,5,3
1,48,1437,4,4,4,5,5,3,3,3,5
1,38,2619,5,5,4,4,4,3,3,3,4
0,13,2210,1,2,1,1,1,1,3,3,1
0,17,2798,1,2,4,1,4,4,3,5,4
1,37,2530,1,1,4,5,4,3,3,3,5
0,17,2803,1,2,4,1,4,4,5,4,4
0,47,2800,1,2,1,1,1,1,4,5,1
0,69,2338,1,2,3,1,3,3,2,5,3
1,66,1283,5,5,3,4,4,3,3,3,5
0,54,2253,1,2,1,1,1,1,4,5,1
1,62,1281,3,3,3,4,4,3,3,3,5
0,65,3023,1,2,2,1,2,2,5,4,2
1,43,1260,1,1,2,5,4,3,3,3,5
1,55,1216,5,5,3,3,3,3,3,1,3
1,10,2181,5,5,3,4,5,3,3,3,4
1,62,1249,2,2,3,5,4,3,3,3,3
0,48,2200,1,2,4,1,4,4,5,1,4
1,64,1195,4,4,5,3,4,3,3,3,1
1,12,2421,5,5,5,5,5,3,3,3,3
0,29,2415,1,2,3,1,3,3,4,4,3
0,58,2105,1,2,1,1,1,1,5,5,1
0,66,2660,1,2,2,1,2,2,5,5,2
0,32,3106,1,2,1,1,1,1,3,3,1
0,41,2022,1,2,1,1,1,1,5,4,1
1,17,2747,1,1,3,3,3,3,5,5,3
0,39,1831,1,2,5,1,5,5,3,4,5
1,28,2433,3,3,3,3,3,3,5,4,3
0,37,2168,1,2,2,1,4,2,3,4,2
1,14,2581,5,5,1,1,2,3,3,3,2
1,60,1183,5,5,5,5,5,3,3,3,5
1,29,1980,4,4,4,5,4,3,3,3,4
0,10,2163,1,2,3,1,3,3,5,3,3
0,38,1129,1,2,5,5,4,2,2,2,4
1,52,1152,4,4,2,5,4,3,3,3,4
0,25,2435,1,2,2,1,2,2,3,4,2
1,70,1099,4,4,4,3,3,3,3,3,5
1,28,2010,3,4,3,3,3,3,2,1,3
1,31,3009,5,5,3,3,3,3,5,4,3
0,23,2314,1,2,3,1,3,3,5,5,3
0,40,2514,1,2,3,1,3,3,4,5,3
0,55,2622,1,2,4,1,4,4,4,5,4
1,46,1091,5,5,4,4,5,3,3,3,3
1,39,2413,3,3,4,5,3,3,3,3,1
1,32,2331,5,5,5,5,4,3,3,3,4
0,35,2361,1,2,3,1,3,3,4,5,3
1,66,1078,5,5,2,1,5,3,3,3,3
0,41,2045,1,2,3,1,1,3,3,5,3
1,70,1016,5,5,1,2,4,3,3,3,2
0,59,2873,1,2,5,1,1,5,1,2,5
0,65,1743,1,2,2,1,2,2,4,4,2
0,29,2532,1,2,3,1,3,3,3,4,3
0,43,2170,1,2,1,1,1,1,3,5,1
0,10,2350,1,2,2,1,2,2,3,5,2
0,69,1721,1,2,3,1,3,3,4,4,3
0,54,2228,1,2,1,1,1,1,4,4,1
0,67,2544,1,2,3,1,3,3,3,4,3
0,29,2839,1,2,4,1,1,4,5,2,4
1,38,2007,2,2,4,4,5,3,3,3,4
0,69,2394,1,2,3,1,3,3,4,5,3
0,64,2455,1,2,3,1,3,3,4,4,3
0,52,2772,1,2,3,1,3,3,5,4,3
0,38,2022,1,2,5,1,5,5,5,4,5
1,25,2584,5,5,3,5,4,3,3,3,5
1,53,1002,1,1,3,3,3,3,4,5,3
1,45,984,3,3,4,4,4,3,3,3,4
0,16,1870,1,2,3,1,3,3,3,4,3
1,39,2548,3,5,2,2,4,3,3,3,2
1,69,962,2,2,5,5,5,3,3,3,3
0,70,1997,1,2,5,1,5,5,4,4,5
1,22,2780,1,1,1,3,1,3,3,3,5
0,45,1927,1,2,5,1,4,5,2,1,5
0,56,2533,1,2,3,1,3,3,5,5,3
1,58,968,5,5,5,5,5,3,3,3,5
1,44,945,2,2,2,4,4,3,3,3,4
1,60,939,4,4,5,4,5,3,3,3,5
0,65,2563,1,2,2,1,3,2,3,5,2
0,37,2580,1,2,1,3,2,5,3,5,2
0,69,2165,1,2,2,1,2,2,2,3,2
0,67,2694,1,2,1,1,1,5,4,4,1
0,39,2449,1,2,3,1,4,3,5,4,3
0,9,2122,1,2,2,1,2,2,5,4,2
1,31,2768,5,5,4,4,5,3,3,3,4
0,50,2585,1,2,3,1,3,3,4,3,3
1,47,875,4,3,5,4,5,3,3,3,5
1,8,2475,4,4,5,4,3,3,3,3,3
1,9,2663,4,4,3,4,5,3,3,3,3
1,42,912,2,2,3,4,4,3,3,3,4
0,12,2205,1,2,4,1,2,4,4,4,4
1,68,875,1,1,5,4,5,3,3,3,4
0,28,2588,1,2,2,1,2,2,3,4,2
0,9,2614,1,2,5,1,5,5,4,4,5
0,31,2645,1,2,1,1,1,1,4,5,1
1,58,864,5,5,3,5,5,3,3,3,5
0,70,1868,1,2,4,1,4,4,4,4,4
1,47,858,4,4,3,4,5,3,3,3,3
0,44,2483,1,2,3,1,3,3,3,4,3
1,43,859,3,3,3,3,3,3,5,5,3
0,31,2532,1,2,1,1,1,1,5,4,1
0,65,1910,1,2,3,1,3,3,3,5,3
1,21,1689,1,1,5,5,5,3,3,3,2
0,21,2301,1,2,2,1,2,2,3,5,2
1,9,1639,5,5,1,4,5,3,3,3,3
0,29,1851,1,2,4,1,4,4,5,4,4
0,60,1977,1,2,2,1,5,2,4,4,2
0,47,2008,1,2,4,1,3,4,4,4,4
0,12,2161,1,2,5,1,5,5,5,5,5
1,37,1761,4,4,5,3,5,3,3,3,3
0,68,1896,1,2,4,1,3,4,3,4,4
1,41,1832,2,2,4,5,4,3,3,3,3
1,53,801,1,1,3,5,4,3,3,3,4
1,48,767,5,5,4,4,4,3,3,3,4
1,26,1778,2,2,2,4,5,3,3,3,5
0,43,2369,1,2,4,1,4,4,4,5,4
1,61,798,4,4,4,5,5,3,3,3,4
0,36,2427,1,2,4,1,4,4,4,5,4
1,12,2196,4,4,2,4,4,3,3,3,5
0,27,2465,1,2,1,1,1,4,2,3,1
1,52,732,2,2,2,5,5,3,3,3,3
1,28,1881,3,3,2,4,5,3,3,3,3
0,59,2196,1,2,1,1,1,1,3,5,1
0,28,2291,1,2,5,1,2,5,4,5,5
0,14,1502,1,2,2,1,2,2,1,5,2
1,8,2499,2,2,1,2,3,3,3,3,2
1,54,716,2,2,3,1,5,3,3,3,4
0,55,1867,1,2,1,1,1,1,4,4,1
0,30,2311,1,2,3,1,3,3,3,5,3
1,66,725,3,1,3,3,3,3,4,4,3
1,67,742,3,3,5,5,5,3,3,3,3
1,25,1574,4,4,4,5,5,3,3,3,5
0,59,2112,1,2,1,1,1,1,1,5,1
0,43,1994,1,2,2,1,2,2,4,4,2
1,23,1733,2,2,3,3,3,3,3,5,3
0,53,1976,1,2,4,1,4,4,3,4,4
1,49,697,2,2,4,4,4,3,3,3,4
0,49,2438,1,2,4,1,1,4,4,4,4
1,22,2115,2,2,2,5,4,3,3,3,3
1,30,1806,4,2,4,4,5,3,3,3,3
1,33,1719,1,1,2,4,5,3,3,3,5
0,29,2121,1,2,5,1,5,5,2,2,5
1,35,2069,3,1,3,3,3,3,3,4,3
1,50,649,2,2,3,3,3,3,1,3,3
1,30,2064,4,4,3,4,4,3,3,3,5
0,51,2287,1,2,2,1,2,2,3,4,2
0,35,2019,1,2,3,1,3,3,3,5,3
0,23,1902,1,2,2,1,2,2,3,5,2
1,51,674,5,5,3,3,3,3,1,2,3
1,11,2337,3,3,4,4,4,3,3,3,5
0,37,1902,1,2,2,1,2,2,5,5,2
0,60,1797,1,2,5,1,5,5,4,5,5
0,17,2467,1,2,1,2,2,4,3,5,2
0,54,2568,1,2,5,1,1,5,5,5,5
0,62,2437,1,2,3,1,3,3,5,5,3
0,37,2348,1,2,1,1,1,5,3,5,1
1,36,2141,5,5,1,3,5,3,3,3,2
0,15,2190,1,2,1,1,1,1,5,5,1
1,24,1917,4,4,4,5,5,3,3,3,4
1,25,2335,2,2,3,4,4,3,3,3,5
1,69,647,4,4,3,3,3,3,3,5,3
1,26,1547,1,1,2,4,4,3,3,3,5
1,34,2161,1,1,3,3,3,3,3,4,3
0,32,1443,1,2,5,1,2,5,3,5,5
0,21,2117,1,2,4,1,4,4,4,4,4
1,38,1685,4,4,3,5,2,3,3,3,5
0,54,2377,1,2,5,1,5,5,4,4,5
0,68,1554,1,2,5,1,5,5,3,4,5
0,13,1752,1,2,2,1,2,2,5,4,2
1,42,621,2,2,3,3,3,3,1,4,3
1,27,2256,3,3,3,3,3,3,3,5,3
1,25,2162,3,3,5,4,4,3,3,3,5
1,67,644,1,1,4,4,5,3,3,3,4
1,24,1959,5,5,2,5,4,3,3,3,3
0,12,1575,1,2,1,1,3,1,5,2,1
1,7,2323,3,3,4,5,5,3,3,3,5
0,32,1792,1,2,5,1,4,5,1,3,5
1,69,621,4,4,3,4,4,3,3,3,5
0,17,1498,1,2,4,1,2,4,1,3,4
1,31,1728,4,5,5,5,4,3,3,3,5
0,32,1333,1,2,2,1,2,2,4,4,2
0,66,1605,1,2,4,1,4,4,3,5,4
1,49,617,3,2,3,3,3,3,1,2,3
1,21,1772,2,2,3,4,5,3,3,3,1
0,69,2038,1,2,3,1,3,3,3,5,3
1,43,616,5,5,5,2,2,3,3,3,2
0,65,2131,1,2,5,1,5,5,4,2,5
1,69,608,5,5,1,3,2,3,3,3,4
0,18,1603,1,2,2,1,4,2,2,3,2
1,67,610,3,3,4,4,5,3,3,3,3
1,27,1912,2,2,4,4,5,3,3,3,3
0,16,2086,1,2,2,1,2,2,3,5,2
1,68,569,3,3,3,3,3,3,2,5,3
0,70,1754,1,2,1,1,1,1,5,5,1
0,33,1817,1,2,1,1,1,1,3,5,1
1,7,1555,1,1,3,3,3,2,4,3,3
0,65,580,1,2,5,4,5,4,4,5,3
1,62,601,1,1,3,3,3,4,3,5,3
1,38,2274,3,3,3,3,3,5,2,5,3
0,22,1735,1,2,5,1,5,5,3,1,5
1,26,1811,4,4,3,3,3,5,4,4,3
0,39,1606,1,2,2,1,2,2,1,2,2
1,20,2160,1,1,3,3,3,3,3,4,3
0,12,1730,1,2,3,1,3,3,3,5,3
0,70,2160,1,2,2,1,2,2,5,1,2
1,8,1901,4,1,5,5,5,3,3,3,5
1,11,2123,1,1,2,3,5,3,3,3,5
0,60,1352,1,2,4,1,4,4,4,4,4
0,15,2176,1,2,2,1,5,2,4,4,2
1,16,2053,2,2,1,1,2,3,3,3,4
1,37,1736,3,3,2,5,1,3,3,3,4
1,27,1964,2,2,3,5,5,3,3,3,5
0,24,1739,1,2,2,1,2,2,5,5,2
0,34,1928,1,2,2,1,2,2,5,4,2
0,53,1332,1,2,3,1,3,3,3,5,3
1,9,1724,1,1,4,3,1,3,3,3,1
0,8,2074,1,2,5,1,5,5,3,5,5
0,45,1742,1,2,2,1,2,2,5,5,2
1,61,519,3,3,3,4,4,3,3,3,3
1,48,523,1,1,5,5,5,3,3,3,4
0,24,1144,1,2,4,1,4,4,5,4,4
1,37,2004,4,4,3,3,3,3,4,3,3
1,45,499,3,3,5,4,4,3,3,3,4
0,10,2049,1,2,3,1,1,3,4,5,3
0,9,1703,1,2,3,1,3,3,3,1,3
1,40,1933,4,4,3,3,3,3,3,4,3
1,18,1852,1,1,5,1,5,3,3,3,5
1,26,1403,3,3,3,3,3,3,5,3,3
1,11,1592,4,4,2,4,4,3,3,3,4
1,27,1637,4,4,4,4,4,3,3,3,5
0,34,1826,1,2,3,1,3,3,5,4,3
0,22,1947,1,2,1,1,1,1,3,2,1
0,56,1691,1,2,3,1,3,3,3,4,3
0,8,1425,1,2,4,1,4,4,4,4,4
1,43,493,2,2,5,3,3,3,3,3,5
0,53,2284,1,2,1,1,1,1,3,4,1
1,19,1613,1,1,3,3,3,3,4,3,3
0,69,1950,1,2,4,1,4,4,4,4,4
0,58,2155,1,2,4,1,4,4,4,4,4
1,38,1621,4,4,4,5,4,3,3,3,5
0,54,1782,1,2,2,1,2,2,5,5,2
0,45,1987,1,2,2,1,2,2,5,5,2
0,68,1718,1,2,4,1,4,4,5,5,4
0,35,2144,1,2,3,1,3,3,4,4,3
0,52,1454,1,2,2,1,2,2,5,4,2
1,29,1516,3,3,5,4,4,3,3,3,4
1,52,448,5,5,5,4,1,3,3,3,5
1,63,441,2,2,2,4,4,3,3,3,3
0,41,1832,1,2,4,1,4,4,5,4,4
0,63,1695,1,2,4,1,4,4,5,4,4
1,14,1423,2,2,5,4,4,3,3,3,5
0,30,1296,1,2,3,1,3,3,4,5,3
0,7,1775,1,2,3,1,3,3,5,5,3
1,9,1955,5,5,2,4,4,3,3,3,3
1,12,1758,2,2,2,5,4,3,3,3,5
0,58,1299,1,2,3,1,5,3,4,5,3
1,52,444,5,5,4,4,5,3,3,3,4
1,47,425,2,4,3,5,4,3,3,3,3
1,62,450,4,4,2,4,4,3,3,3,5
0,56,2093,1,2,4,1,4,4,3,4,4
1,14,1668,1,1,3,3,3,3,2,4,3
0,47,1658,1,2,5,1,1,5,5,4,5
0,23,1487,1,2,1,1,1,1,1,2,1
1,58,420,2,2,3,3,3,3,5,4,3
1,21,1216,2,2,4,5,4,3,3,3,4
0,68,1150,1,2,3,1,3,3,4,5,3
1,35,1185,1,5,3,3,3,3,4,3,3
0,62,1674,1,2,3,1,3,3,4,4,3
0,56,1460,1,2,2,1,2,2,2,3,2
1,52,408,1,1,3,4,3,3,3,3,2
1,60,371,3,3,2,4,5,3,3,3,1
0,23,2155,1,2,4,1,4,4,5,4,4
1,24,1889,1,1,1,4,3,3,3,3,1
0,56,1413,1,2,5,1,5,5,1,2,5
0,57,2351,1,2,1,5,5,3,4,4,5
0,44,2147,1,2,3,1,3,3,5,4,3
1,38,1925,3,3,5,5,1,3,3,3,1
1,55,371,1,4,3,3,3,3,5,4,3
0,42,1453,1,2,4,1,5,4,3,4,4
0,60,365,1,2,4,4,5,5,5,5,3
0,51,1951,1,2,2,1,2,2,3,4,2
1,44,377,5,5,5,4,4,3,3,3,5
0,42,1475,1,2,3,1,3,3,5,4,3
0,38,1472,1,2,5,1,5,5,4,4,5
0,25,1256,1,2,3,1,3,3,3,4,3
1,65,386,3,3,3,5,4,3,3,3,4
1,12,1489,1,1,5,4,4,3,3,3,3
0,54,1824,1,2,4,1,4,4,3,5,4
0,45,1153,1,2,5,1,5,5,3,5,5
1,47,393,5,2,5,5,5,3,3,3,4
0,48,1709,1,2,2,1,2,2,3,5,2
0,11,1411,1,2,4,1,4,4,4,4,4
0,16,1832,1,2,5,1,5,5,3,4,5
1,10,1871,5,5,3,5,5,3,3,3,4
0,51,1337,1,2,2,1,2,2,5,4,2
0,29,2002,1,2,3,1,3,3,3,5,3
1,38,1017,3,3,3,5,4,3,3,3,5
0,68,2160,1,2,4,1,4,4,5,4,4
0,51,1319,1,2,5,1,5,5,2,1,5
1,15,1752,4,4,5,2,1,3,3,3,5
1,35,2007,3,3,1,1,5,3,3,3,5
1,19,1349,4,4,5,5,5,3,3,3,3
0,24,1693,1,2,5,1,5,5,3,2,5
1,46,323,2,2,4,4,5,3,3,3,5
1,55,332,1,1,3,5,5,3,3,3,1
1,54,356,1,1,4,5,4,3,3,3,4
0,16,1383,1,2,4,1,4,4,4,4,4
0,22,2088,1,2,4,1,4,4,4,5,4
1,34,1399,5,5,2,5,5,3,3,3,3
0,44,326,1,2,3,4,5,1,1,1,3
0,20,1524,1,2,2,1,2,2,5,5,2
0,21,1314,1,2,4,1,4,4,4,4,4
1,47,324,2,2,4,5,4,3,3,3,3
0,29,1553,1,2,1,1,1,1,3,3,1
0,29,1204,1,2,5,1,1,5,3,4,5
1,12,1475,1,1,5,4,4,3,3,3,4
1,42,315,3,3,4,3,4,3,3,3,3
1,62,290,3,3,3,3,3,3,5,3,3
0,43,1488,1,2,2,1,5,2,1,5,2
1,46,295,4,4,3,3,3,3,4,4,3
0,32,1138,1,2,2,1,2,2,4,4,2
1,65,268,5,5,5,4,4,3,3,3,4
0,20,1272,1,2,2,1,1,2,5,4,2
1,19,1817,1,1,3,3,3,3,3,5,3
0,60,1237,1,2,5,1,5,5,2,1,5
0,37,1659,1,2,5,1,5,5,3,5,5
1,34,1410,3,3,3,4,5,3,3,3,3
1,28,2106,5,5,4,2,2,3,3,3,5
0,14,1934,1,2,4,1,5,4,5,4,4
0,61,1027,1,2,5,1,4,5,2,2,5
0,33,2113,1,2,2,1,2,2,1,1,2
1,50,241,1,1,2,4,5,3,3,3,5
0,26,1765,1,2,1,1,1,1,4,5,1
0,41,1094,1,2,2,1,1,2,3,4,2
1,26,1585,1,1,2,4,4,3,3,3,4
0,25,860,1,2,3,1,3,3,4,4,3
0,27,1232,1,2,1,1,1,1,5,4,1
1,24,1739,3,2,2,4,5,3,3,3,5
0,61,1198,1,2,5,1,5,5,1,4,5
1,61,242,2,2,4,4,4,3,3,3,5
0,8,1382,1,2,3,1,3,3,5,4,3
1,15,1232,5,5,4,4,5,3,3,3,4
1,21,1394,1,1,3,4,4,3,3,3,5
0,40,1450,1,2,3,1,3,3,3,5,3
1,40,1424,5,2,3,3,3,3,1,5,3
0,56,203,1,2,5,4,4,2,2,4,5
0,26,1664,1,2,3,1,3,3,5,5,3
1,12,1704,1,1,5,4,5,3,3,3,3
0,67,1204,1,2,4,1,4,4,4,5,4
1,16,1003,5,4,3,3,3,3,4,5,3
0,26,1927,1,2,2,1,5,2,2,2,2
1,46,76,4,3,4,5,5,3,3,3,4
0,61,1365,1,2,3,1,3,3,3,5,3
0,51,1398,1,2,4,1,4,4,3,5,4
0,11,1571,1,2,3,1,3,3,4,4,3
1,69,69,2,4,5,5,4,3,3,3,5
1,17,991,3,3,2,5,4,3,3,3,3
1,23,1650,2,2,4,1,1,3,3,3,5
0,49,1718,1,2,2,1,2,2,5,4,2
0,52,2019,1,2,1,1,1,1,5,4,1
1,68,71,2,2,2,5,4,3,3,3,3
0,66,1869,1,2,1,1,1,1,5,3,1
1,68,115,3,3,2,3,4,3,3,3,5
1,19,1108,5,5,2,5,2,3,3,3,2
1,51,93,4,4,2,5,4,3,3,3,5
1,33,1026,2,2,4,4,5,3,3,3,4
0,50,1619,1,2,3,1,1,3,1,3,3
0,51,1359,1,2,3,1,3,3,5,4,3
1,58,83,4,4,5,4,5,3,3,3,4
1,69,115,1,1,3,4,4,3,3,3,3
1,50,98,5,5,3,5,5,3,3,3,3
0,19,1256,1,2,4,1,4,4,3,4,4
0,46,1475,1,2,5,1,1,5,3,4,5
0,37,928,1,2,1,1,1,1,3,4,1
1,7,1097,2,2,3,5,5,3,3,3,3
1,48,238,3,3,5,5,4,3,3,3,3
0,8,777,1,2,2,1,2,2,4,4,2
1,14,4162,4,4,2,4,4,3,3,3,3
0,42,3985,1,3,1,1,1,1,5,4,1
1,9,3383,1,1,5,5,4,3,3,3,4
0,15,4202,1,3,5,1,5,5,5,3,5
0,37,3804,1,3,2,1,1,2,5,5,2
0,69,3717,1,3,1,1,1,3,2,5,1
0,22,3334,1,3,1,2,3,3,4,5,3
1,27,4215,3,3,3,3,3,3,4,5,3
0,34,2514,1,3,4,5,4,1,1,1,4
0,46,2494,1,3,1,3,3,4,2,5,3
1,31,3774,3,3,1,3,4,3,3,3,4
1,50,2503,2,2,4,2,2,3,3,3,4
0,62,3639,1,3,4,1,4,4,5,3,4
1,59,2456,3,3,3,3,3,3,1,3,3
0,62,4022,1,3,1,2,2,1,1,1,2
1,52,2337,4,4,3,3,3,3,2,3,3
0,12,4030,1,3,1,4,4,3,3,4,4
1,31,3677,4,4,2,5,4,3,3,3,3
1,17,3550,3,3,4,4,4,3,3,3,4
0,54,4032,1,3,4,1,4,4,5,3,4
0,70,3530,1,3,4,1,4,4,4,4,4
1,52,2192,4,4,4,5,4,3,3,3,4
1,31,3248,2,2,3,3,3,3,4,5,3
1,16,3289,1,1,3,3,3,3,4,4,3
0,65,3108,1,3,1,1,1,1,4,5,1
1,37,3193,3,3,5,3,3,3,3,3,1
0,51,1897,1,3,2,2,2,2,2,2,3
0,64,3214,1,3,3,1,3,3,4,4,3
1,58,1887,5,5,3,3,3,3,1,4,3
1,61,1861,2,2,4,5,4,3,3,3,5
1,12,2767,4,2,3,4,5,3,3,3,3
0,46,3293,1,3,5,1,5,5,3,5,5
0,65,3494,1,3,1,1,2,1,3,5,1
0,37,3363,1,3,3,1,3,3,4,4,3
1,16,2853,2,2,5,4,5,3,3,3,3
0,66,2915,1,3,3,1,3,3,5,4,3
0,68,3124,1,3,2,1,2,2,5,3,2
1,20,3067,2,2,3,4,3,3,3,3,3
1,36,2423,3,3,5,5,2,3,3,3,2
1,66,1737,5,5,3,4,5,3,3,3,3
1,59,1726,2,2,2,4,4,3,3,3,5
1,24,2959,2,1,4,4,5,3,3,3,4
0,30,3552,1,3,3,1,4,3,5,5,3
0,17,3085,1,3,3,1,3,3,1,2,3
0,46,3100,1,3,2,1,2,2,5,2,2
0,14,2910,1,3,2,1,2,2,5,5,2
1,60,1679,2,2,4,5,5,3,3,3,3
1,34,2877,2,2,3,3,3,3,4,5,3
0,50,2267,1,3,4,1,4,4,3,5,4
1,65,1648,3,3,2,5,5,3,3,3,3
0,64,3324,1,3,2,1,2,2,3,4,2
1,9,2464,3,3,3,3,3,3,4,5,3
1,12,3125,4,4,1,4,4,3,3,3,2
1,17,3390,4,4,5,5,4,3,3,3,2
0,66,3143,1,3,2,1,2,2,3,5,2
1,60,1617,4,3,1,4,1,3,3,3,1
0,14,2450,1,3,3,1,3,3,5,5,3
1,32,3186,1,1,3,3,3,3,3,4,3
0,30,3425,1,3,2,1,2,2,2,4,2
0,32,3308,1,3,5,1,5,5,3,3,5
0,41,2537,1,3,5,1,1,5,5,5,5
0,62,3218,1,3,5,1,5,5,4,4,5
1,23,2907,1,1,3,3,3,3,2,3,3
1,44,1527,2,2,5,4,5,3,3,3,3
0,61,3424,1,3,1,1,1,5,2,1,1
0,32,2639,1,3,3,1,3,3,5,5,3
1,60,1507,5,5,2,4,5,3,3,3,3
0,69,2520,1,3,2,1,2,2,4,4,2
0,57,1481,1,3,5,5,5,5,5,5,5
0,40,2619,1,3,5,1,5,5,5,4,5
0,53,2677,1,3,4,1,4,4,3,3,4
1,37,2256,3,3,2,4,4,3,3,3,3
0,37,2887,1,3,3,1,3,3,3,5,3
0,34,3024,1,3,5,1,5,5,1,5,5
0,50,2861,1,3,4,1,4,4,5,1,4
1,13,3096,1,1,5,4,4,3,3,3,3
0,65,3006,1,3,3,1,3,3,5,5,3
0,13,2641,1,3,3,1,3,3,4,5,3
1,32,2525,5,5,2,5,5,3,3,3,4
1,24,2391,3,1,4,2,4,3,3,3,2
1,46,1326,5,5,4,4,5,3,3,3,3
1,10,2228,2,3,3,3,3,3,3,5,3
1,63,1333,5,5,4,4,4,3,3,3,5
0,64,2316,1,3,2,1,2,2,5,4,2
1,27,2452,5,5,5,5,4,3,3,3,5
1,65,1262,4,4,5,4,5,3,3,3,4
0,62,2407,1,3,2,1,2,2,5,4,2
1,23,2212,3,3,3,4,5,3,3,3,5
1,39,2159,5,5,3,5,4,3,3,3,4
0,35,2552,1,3,2,1,2,2,3,5,2
1,68,1211,2,2,4,4,5,3,3,3,3
0,54,2905,1,3,3,1,4,3,4,4,3
0,27,2339,1,3,5,1,5,5,4,3,5
1,22,2461,3,4,3,3,3,3,4,4,3
0,59,2844,1,3,3,1,1,3,5,4,3
0,45,2835,1,3,2,1,2,2,4,4,2
0,53,2251,1,3,4,1,4,4,3,5,4
1,25,2370,3,3,3,5,5,3,3,3,4
1,7,2070,4,4,2,2,2,3,3,3,3
1,55,1177,1,1,3,5,5,3,3,3,5
0,51,2396,1,3,3,1,3,3,5,4,3
0,13,2820,1,3,2,1,2,2,3,4,2
0,31,1871,1,3,4,1,4,4,5,5,4
1,61,1153,5,5,4,4,5,3,3,3,3
0,54,2875,1,3,4,1,4,4,4,5,4
0,31,2632,1,3,2,1,2,2,2,4,2
1,12,2512,4,4,2,5,5,3,3,3,4
1,43,1111,5,5,3,1,3,3,3,3,5
0,41,2413,1,3,1,1,1,1,4,4,1
0,46,2813,1,3,5,1,5,5,4,4,5
1,47,1103,5,5,1,4,2,3,3,3,1
0,34,1886,1,3,5,1,5,5,3,4,5
1,37,2688,2,1,5,5,5,3,3,3,5
0,57,1967,1,3,2,1,3,2,4,5,2
0,37,1060,1,3,5,4,4,5,5,4,4
0,62,2304,1,3,3,1,1,3,5,5,3
0,51,1081,1,3,5,1,5,2,2,2,1
1,46,1084,1,1,2,4,5,3,3,3,5
0,70,1762,1,3,3,1,2,3,3,5,3
1,47,1060,4,4,4,5,4,3,3,3,4
0,9,2660,1,3,4,1,4,4,4,5,4
0,52,2600,1,3,2,1,2,2,5,5,2
0,62,2347,1,3,2,1,2,2,3,4,2
1,59,1069,3,3,3,3,3,3,4,4,3
0,36,1843,1,3,4,1,4,4,5,5,4
0,8,2484,1,3,1,1,4,1,2,1,1
0,21,2570,1,3,3,1,3,3,4,5,3
1,60,1029,4,4,5,5,4,3,3,3,5
1,50,1040,1,3,3,3,3,3,3,1,3
